date,time,A_West_Actual,B_Genesee_Actual,C_Central_Actual,D_North_Actual,E_Mohawk_Valley_Actual,F_Capital_Actual,G_Hudson_Valley_Actual,H_Millwood_Actual,I_Dunwoodie_Actual,J_NYC_Actual,K_Long_Island_Actual,A_West_Forecast,B_Genesee_Forecast,C_Central_Forecast,D_North_Forecast,E_Mohawk_Valley_Forecast,F_Capital_Forecast,G_Hudson_Valley_Forecast,H_Millwood_Forecast,I_Dunwoodie_Forecast,J_NYC_Forecast,K_Long_Island_Forecast
1/1/2005,0:00,1497,952,1591,709,671,1065,1102,195,625,5007,2203,1554,907,1645,707,622,1058,995,209,557,4509,1964
1/1/2005,1:00,1411,896,1517,696,622,999,1027,177,585,4780,2027,1504,865,1579,702,587,1017,951,195,520,4253,1834
1/1/2005,2:00,1346,842,1438,691,585,948,975,161,549,4538,1877,1484,847,1547,704,585,1017,924,189,505,4080,1758
1/1/2005,3:00,1312,817,1405,687,564,923,951,156,524,4367,1783,1468,838,1529,699,577,1010,914,185,495,3993,1724
1/1/2005,4:00,1311,818,1408,689,564,915,940,153,514,4270,1742,1473,843,1538,699,583,1018,919,185,494,3964,1720
1/1/2005,5:00,1328,836,1428,693,584,927,942,160,515,4268,1745,1511,880,1598,709,619,1065,949,192,512,4046,1767
1/1/2005,6:00,1360,860,1467,703,609,955,966,170,531,4349,1773,1585,956,1706,726,676,1128,1007,206,549,4200,1883
1/1/2005,7:00,1393,884,1499,711,631,988,979,181,529,4384,1761,1644,1023,1796,741,724,1182,1068,223,591,4385,2011
1/1/2005,8:00,1401,906,1549,728,667,1051,1011,195,543,4474,1831,1706,1094,1892,754,782,1263,1144,241,643,4698,2197
1/1/2005,9:00,1455,960,1638,741,718,1121,1064,208,569,4636,1938,1764,1141,1958,762,815,1312,1199,254,677,4987,2338
1/1/2005,10:00,1508,1027,1716,754,762,1195,1116,218,589,4774,2050,1787,1161,1974,765,820,1324,1226,260,693,5178,2411
1/1/2005,11:00,1575,1108,1786,761,791,1257,1146,222,603,4953,2117,1778,1156,1958,762,808,1306,1229,260,693,5255,2428
1/1/2005,12:00,1609,1135,1807,761,801,1265,1154,217,611,5026,2150,1753,1136,1926,759,789,1272,1216,257,685,5255,2406
1/1/2005,13:00,1606,1135,1790,756,791,1254,1147,197,621,5036,2135,1733,1117,1896,755,770,1239,1202,253,673,5208,2366
1/1/2005,14:00,1604,1127,1776,751,774,1243,1137,208,601,5034,2117,1709,1100,1870,750,760,1208,1192,250,664,5162,2333
1/1/2005,15:00,1599,1113,1773,754,781,1251,1140,217,595,5056,2130,1698,1099,1871,751,763,1207,1196,251,668,5139,2334
1/1/2005,16:00,1671,1180,1873,779,844,1346,1226,235,653,5237,2327,1754,1158,1963,765,825,1291,1264,268,713,5268,2515
1/1/2005,17:00,1838,1261,2022,788,954,1456,1372,296,736,5634,2712,1897,1266,2112,781,911,1417,1377,297,790,5535,2827
1/1/2005,18:00,1851,1247,2022,781,961,1431,1383,294,749,5663,2749,1914,1272,2119,783,919,1432,1385,301,802,5613,2868
1/1/2005,19:00,1833,1232,1994,779,928,1392,1371,292,746,5625,2710,1872,1238,2069,779,901,1407,1363,293,781,5555,2815
1/1/2005,20:00,1809,1207,1978,775,890,1343,1349,282,735,5551,2664,1816,1182,1985,769,857,1338,1316,280,748,5377,2710
1/1/2005,21:00,1775,1177,1932,769,831,1271,1299,274,711,5443,2581,1746,1119,1887,750,787,1245,1250,266,707,5148,2555
1/1/2005,22:00,1699,1120,1833,755,779,1187,1220,248,678,5274,2422,1651,1038,1781,731,728,1161,1171,247,658,4934,2371
1/1/2005,23:00,1593,1030,1726,750,715,1094,1126,218,629,5026,2212,1546,950,1685,720,665,1086,1081,225,599,4654,2156
1/2/2005,0:00,1494,945,1644,746,682,1009,1042,192,582,4737,2011,1553,887,1639,716,658,1094,1000,223,554,4641,2002
1/2/2005,1:00,1426,885,1573,741,647,971,990,183,547,4490,1869,1500,847,1586,713,633,1056,952,209,519,4376,1864
1/2/2005,2:00,1393,863,1537,741,627,951,962,180,523,4325,1782,1463,821,1542,700,596,1031,927,200,497,4223,1785
1/2/2005,3:00,1375,853,1517,740,626,947,951,176,511,4193,1741,1445,809,1526,695,591,1027,915,197,487,4122,1748
1/2/2005,4:00,1375,868,1542,743,637,950,948,177,509,4146,1736,1445,810,1528,697,598,1031,918,196,485,4084,1739
1/2/2005,5:00,1393,870,1561,750,652,978,964,186,519,4182,1760,1467,833,1564,705,627,1064,939,201,499,4151,1775
1/2/2005,6:00,1433,911,1623,762,688,1031,999,199,541,4289,1834,1514,882,1636,717,671,1112,983,212,527,4280,1854
1/2/2005,7:00,1505,972,1680,775,739,1089,1029,214,551,4377,1869,1547,926,1696,727,705,1152,1018,222,551,4393,1914
1/2/2005,8:00,1557,1029,1742,788,791,1165,1086,234,576,4584,1995,1588,984,1785,739,762,1226,1086,238,591,4639,2058
1/2/2005,9:00,1621,1099,1851,801,840,1253,1151,247,607,4824,2132,1640,1036,1860,749,800,1281,1147,254,629,4913,2201
1/2/2005,10:00,1663,1143,1919,809,871,1285,1191,257,626,5031,2227,1668,1064,1894,753,808,1303,1188,262,651,5145,2308
1/2/2005,11:00,1683,1177,1969,811,891,1309,1230,264,641,5197,2289,1681,1082,1912,752,805,1302,1210,266,660,5296,2369
1/2/2005,12:00,1679,1185,1985,809,903,1359,1258,273,658,5329,2342,1684,1090,1916,749,794,1292,1212,267,663,5366,2386
1/2/2005,13:00,1666,1165,1968,806,913,1373,1274,280,668,5400,2373,1682,1088,1905,746,779,1268,1208,265,659,5392,2372
1/2/2005,14:00,1667,1145,1932,800,902,1382,1289,284,678,5442,2381,1675,1079,1891,742,766,1249,1204,263,653,5392,2360
1/2/2005,15:00,1694,1147,1923,804,896,1407,1310,290,693,5526,2424,1679,1087,1903,744,771,1256,1216,266,661,5418,2384
1/2/2005,16:00,1790,1225,2011,813,953,1507,1395,311,746,5742,2643,1749,1152,2003,760,837,1350,1295,287,712,5588,2581
1/2/2005,17:00,1930,1312,2150,817,1010,1591,1505,348,802,6021,2958,1893,1263,2161,773,928,1475,1414,318,791,5866,2890
1/2/2005,18:00,1927,1305,2137,810,1009,1565,1493,349,806,5967,2957,1924,1281,2183,775,941,1488,1425,327,810,5934,2917
1/2/2005,19:00,1908,1282,2094,796,998,1515,1455,343,795,5888,2888,1928,1281,2176,775,936,1482,1407,325,807,5915,2874
1/2/2005,20:00,1860,1242,2032,783,951,1440,1405,327,776,5791,2794,1894,1237,2107,763,894,1417,1348,312,774,5765,2763
1/2/2005,21:00,1797,1167,1928,761,865,1326,1321,299,734,5608,2627,1809,1149,1987,741,818,1309,1266,293,728,5539,2580
1/2/2005,22:00,1694,1069,1781,749,775,1203,1211,255,676,5319,2363,1719,1061,1866,723,745,1205,1179,268,665,5274,2367
1/2/2005,23:00,1587,961,1648,735,697,1084,1101,219,607,4928,2083,1623,976,1761,712,683,1117,1085,240,596,4908,2129
1/3/2005,0:00,1508,871,1570,725,647,997,1011,193,552,4551,1865,1459,888,1578,728,661,1049,977,215,574,4846,2016
1/3/2005,1:00,1471,840,1519,717,622,946,961,182,520,4331,1748,1400,840,1458,721,596,999,914,200,531,4635,1838
1/3/2005,2:00,1464,825,1494,707,604,928,940,176,501,4192,1684,1345,795,1379,697,561,952,855,185,495,4402,1676
1/3/2005,3:00,1460,825,1490,709,604,922,932,174,494,4130,1656,1309,773,1353,694,540,921,828,175,467,4247,1581
1/3/2005,4:00,1487,848,1516,713,614,945,943,175,500,4158,1670,1304,771,1353,696,540,924,815,173,461,4183,1543
1/3/2005,5:00,1573,926,1641,729,674,1046,1000,200,536,4436,1800,1310,781,1376,691,552,938,815,174,465,4198,1537
1/3/2005,6:00,1759,1125,1897,762,817,1246,1133,241,619,5015,2083,1335,819,1435,692,579,965,836,180,479,4336,1575
1/3/2005,7:00,1938,1242,2055,787,911,1375,1228,257,704,5639,2320,1386,854,1480,702,609,1005,865,185,493,4548,1614
1/3/2005,8:00,1987,1255,2075,787,916,1389,1253,248,719,5990,2416,1421,887,1543,711,653,1047,917,194,517,4739,1707
1/3/2005,9:00,2011,1248,2103,789,920,1394,1276,243,736,6270,2481,1492,954,1644,725,713,1108,991,207,553,4970,1845
1/3/2005,10:00,2046,1272,2145,790,932,1401,1293,247,741,6392,2537,1565,1023,1737,737,756,1175,1066,223,593,5207,2003
1/3/2005,11:00,2046,1266,2133,787,918,1403,1298,246,735,6445,2539,1606,1067,1790,747,780,1220,1110,233,622,5413,2128
1/3/2005,12:00,2039,1242,2106,783,903,1389,1279,238,728,6295,2522,1631,1089,1818,752,782,1240,1127,239,638,5549,2200
1/3/2005,13:00,2031,1253,2117,778,903,1376,1277,235,735,6391,2511,1639,1091,1822,756,766,1227,1138,240,641,5651,2248
1/3/2005,14:00,2029,1249,2115,803,875,1361,1290,240,739,6443,2524,1645,1086,1817,755,753,1218,1146,243,646,5721,2284
1/3/2005,15:00,2009,1259,2109,777,918,1391,1318,254,750,6532,2585,1664,1096,1840,761,757,1229,1168,250,665,5836,2338
1/3/2005,16:00,2085,1328,2191,789,1005,1512,1412,292,801,6754,2831,1761,1178,1962,784,830,1345,1258,271,722,6105,2563
1/3/2005,17:00,2195,1415,2300,800,1060,1620,1499,335,858,6940,3134,1941,1301,2113,799,923,1464,1390,303,809,6420,2907
1/3/2005,18:00,2201,1401,2280,799,1038,1602,1498,341,856,6733,3132,1944,1292,2118,793,915,1459,1373,303,808,6280,2911
1/3/2005,19:00,2160,1372,2233,790,1025,1556,1474,332,837,6537,3040,1938,1288,2097,782,906,1430,1347,293,779,6085,2839
1/3/2005,20:00,2106,1339,2172,779,981,1496,1432,316,797,6301,2910,1917,1264,2050,773,871,1387,1308,286,761,5969,2764
1/3/2005,21:00,2032,1259,2053,768,878,1384,1344,286,740,6012,2708,1864,1204,1972,764,812,1311,1252,276,733,5913,2650
1/3/2005,22:00,1908,1140,1880,750,779,1241,1220,235,665,5589,2401,1766,1098,1823,746,728,1193,1145,250,663,5630,2409
1/3/2005,23:00,1761,1011,1726,731,700,1115,1102,196,588,5108,2096,1637,985,1681,736,657,1079,1033,219,583,5174,2118
1/4/2005,0:00,1668,928,1645,724,660,1027,1021,175,525,4657,1864,1609,922,1655,724,626,1038,938,195,501,4391,1786
1/4/2005,1:00,1615,901,1594,718,633,991,977,168,490,4400,1745,1565,887,1605,719,602,1005,900,184,473,4133,1673
1/4/2005,2:00,1580,868,1550,715,609,970,961,155,478,4237,1681,1546,871,1572,715,589,997,881,180,463,3985,1614
1/4/2005,3:00,1561,868,1543,715,606,958,951,154,470,4183,1658,1537,865,1563,712,584,999,876,179,460,3931,1599
1/4/2005,4:00,1581,884,1581,724,620,982,959,162,475,4198,1681,1558,885,1590,717,603,1024,889,182,468,3956,1623
1/4/2005,5:00,1667,973,1708,739,686,1080,1016,185,512,4450,1802,1641,969,1721,734,676,1123,953,199,510,4231,1747
1/4/2005,6:00,1863,1174,1988,775,838,1281,1141,233,601,5062,2094,1814,1140,1972,766,817,1311,1090,235,605,4838,2029
1/4/2005,7:00,2048,1290,2143,796,925,1406,1246,256,697,5753,2390,1944,1227,2082,778,888,1397,1174,264,680,5482,2253
1/4/2005,8:00,2086,1301,2156,796,937,1407,1270,255,725,6120,2503,1972,1242,2098,773,902,1400,1213,274,706,5916,2381
1/4/2005,9:00,2103,1299,2173,795,947,1411,1295,257,744,6411,2565,1999,1248,2099,769,900,1395,1237,280,720,6202,2458
1/4/2005,10:00,2119,1299,2167,792,959,1403,1306,252,759,6542,2605,2018,1261,2108,767,888,1394,1257,283,728,6326,2510
1/4/2005,11:00,2119,1313,2184,791,946,1387,1304,243,759,6579,2601,2015,1260,2097,765,876,1385,1262,284,728,6379,2526
1/4/2005,12:00,2117,1312,2173,798,927,1393,1262,258,751,6577,2578,2000,1249,2072,760,861,1366,1252,281,722,6383,2515
1/4/2005,13:00,2115,1313,2175,798,916,1379,1289,241,740,6597,2574,2002,1249,2066,757,857,1351,1252,279,718,6394,2509
1/4/2005,14:00,2080,1302,2166,796,911,1373,1283,233,737,6586,2574,1985,1241,2050,754,846,1335,1249,277,712,6388,2513
1/4/2005,15:00,2033,1298,2160,800,912,1381,1291,230,743,6587,2604,1972,1242,2050,757,847,1340,1256,281,722,6419,2558
1/4/2005,16:00,2098,1341,2244,810,1003,1497,1382,267,777,6745,2778,2016,1297,2133,776,907,1423,1325,299,769,6592,2749
1/4/2005,17:00,2219,1438,2363,821,1066,1607,1502,321,856,6989,3123,2132,1397,2270,791,988,1545,1434,329,845,6791,3061
1/4/2005,18:00,2235,1430,2336,821,1050,1595,1505,332,867,6804,3156,2143,1388,2268,790,985,1548,1441,333,855,6579,3078
1/4/2005,19:00,2205,1395,2279,817,1020,1552,1485,329,843,6587,3077,2106,1351,2209,784,958,1515,1414,323,829,6324,2985
1/4/2005,20:00,2156,1352,2211,805,979,1491,1442,312,807,6302,2959,2051,1304,2132,774,909,1454,1357,307,788,6048,2841
1/4/2005,21:00,2084,1286,2107,791,899,1388,1354,282,751,6014,2759,1954,1219,2013,753,835,1342,1268,283,727,5733,2630
1/4/2005,22:00,1966,1171,1950,773,798,1260,1244,237,673,5604,2457,1819,1102,1858,732,744,1213,1152,251,646,5332,2339
1/4/2005,23:00,1816,1054,1811,760,728,1147,1133,198,595,5106,2138,1683,995,1719,719,660,1102,1044,220,565,4829,2047
1/5/2005,0:00,1710,972,1726,752,680,1067,1048,174,534,4675,1908,1687,952,1716,708,674,1071,943,194,527,4493,1863
1/5/2005,1:00,1652,926,1671,745,651,1031,1003,167,502,4422,1787,1638,919,1663,705,651,1035,901,183,497,4228,1749
1/5/2005,2:00,1636,910,1633,743,637,1010,987,163,486,4257,1724,1610,901,1628,699,629,1019,885,178,485,4079,1691
1/5/2005,3:00,1622,910,1639,744,639,1000,980,162,479,4198,1703,1598,897,1616,695,626,1016,880,176,479,4021,1674
1/5/2005,4:00,1646,917,1663,747,654,1025,994,171,486,4217,1724,1618,916,1643,700,646,1038,893,179,487,4043,1696
1/5/2005,5:00,1737,1010,1809,763,717,1111,1044,196,523,4462,1845,1704,998,1769,716,719,1132,952,195,529,4313,1816
1/5/2005,6:00,1931,1200,2082,806,866,1328,1163,241,615,5083,2145,1885,1167,2020,748,860,1325,1084,230,627,4938,2099
1/5/2005,7:00,2105,1313,2220,824,978,1470,1271,262,714,5767,2424,2033,1260,2137,762,928,1428,1167,259,705,5610,2330
1/5/2005,8:00,2136,1310,2244,816,984,1453,1311,266,745,6171,2551,2065,1276,2155,758,941,1439,1213,269,732,6055,2464
1/5/2005,9:00,2148,1320,2240,817,997,1460,1333,275,767,6473,2627,2088,1289,2169,756,938,1440,1241,276,752,6357,2551
1/5/2005,10:00,2177,1326,2248,813,999,1471,1369,284,784,6639,2706,2107,1305,2183,758,934,1443,1271,279,761,6493,2611
1/5/2005,11:00,2173,1343,2276,808,1004,1469,1387,288,790,6736,2740,2104,1307,2177,756,927,1436,1284,280,764,6561,2636
1/5/2005,12:00,2165,1342,2259,805,995,1464,1369,274,813,6758,2733,2091,1297,2161,753,912,1422,1282,279,762,6571,2632
1/5/2005,13:00,2189,1345,2259,800,985,1457,1376,286,785,6765,2738,2094,1298,2159,753,908,1412,1288,280,762,6590,2634
1/5/2005,14:00,2181,1340,2238,804,981,1453,1373,284,784,6773,2747,2075,1291,2150,749,899,1402,1292,278,758,6587,2643
1/5/2005,15:00,2160,1348,2235,809,989,1470,1388,284,796,6815,2803,2067,1296,2159,752,904,1413,1307,284,774,6631,2693
1/5/2005,16:00,2220,1387,2315,827,1046,1572,1463,310,838,7003,3017,2116,1350,2244,769,959,1500,1376,303,824,6800,2888
1/5/2005,17:00,2346,1488,2466,841,1142,1705,1570,362,893,7174,3276,2230,1446,2379,784,1040,1617,1478,330,899,6979,3180
1/5/2005,18:00,2350,1466,2424,845,1122,1681,1563,371,888,6962,3269,2239,1443,2379,785,1039,1609,1477,332,904,6755,3181
1/5/2005,19:00,2320,1432,2400,843,1101,1641,1529,359,861,6726,3180,2217,1412,2332,782,1018,1572,1455,323,880,6525,3105
1/5/2005,20:00,2261,1390,2331,835,1066,1565,1485,342,830,6485,3060,2164,1360,2254,773,971,1507,1401,307,837,6243,2957
1/5/2005,21:00,2180,1328,2207,819,982,1448,1403,322,768,6153,2852,2067,1275,2135,753,895,1396,1312,284,774,5929,2742
1/5/2005,22:00,2054,1224,2047,804,894,1315,1298,276,693,5769,2547,1928,1158,1981,732,809,1265,1193,254,692,5527,2454
1/5/2005,23:00,1904,1114,1911,790,818,1195,1170,235,617,5293,2255,1782,1051,1845,719,728,1147,1079,223,609,5031,2171
1/6/2005,0:00,1802,1017,1840,787,765,1120,1097,214,560,4874,2016,1721,975,1785,748,708,1127,1000,203,547,4615,1890
1/6/2005,1:00,1748,982,1795,775,751,1092,1061,209,530,4624,1908,1673,939,1729,745,683,1091,959,191,516,4347,1770
1/6/2005,2:00,1721,966,1761,773,738,1082,1043,207,516,4482,1852,1649,922,1694,736,659,1073,939,186,503,4198,1719
1/6/2005,3:00,1707,964,1745,770,738,1088,1036,202,512,4415,1834,1635,918,1686,732,657,1071,934,184,498,4139,1701
1/6/2005,4:00,1729,988,1773,779,754,1117,1033,205,521,4435,1868,1655,938,1713,738,676,1094,946,188,506,4162,1722
1/6/2005,5:00,1821,1063,1870,788,831,1196,1089,221,561,4683,1997,1743,1021,1843,753,749,1185,1002,203,550,4433,1842
1/6/2005,6:00,1983,1233,2108,822,953,1331,1175,245,640,5292,2285,1926,1191,2102,788,890,1377,1137,238,645,5050,2127
1/6/2005,7:00,2144,1332,2223,842,1008,1430,1247,271,723,5965,2567,2081,1285,2225,801,957,1479,1227,267,723,5721,2367
1/6/2005,8:00,2176,1346,2253,841,1032,1478,1311,280,787,6365,2703,2115,1302,2247,797,970,1492,1274,279,755,6178,2506
1/6/2005,9:00,2221,1345,2274,838,1043,1528,1369,298,831,6675,2795,2147,1313,2261,793,970,1496,1306,287,774,6491,2592
1/6/2005,10:00,2233,1359,2307,833,1081,1566,1421,309,856,6764,2852,2169,1327,2277,793,970,1498,1336,290,785,6642,2654
1/6/2005,11:00,2226,1365,2336,803,1096,1580,1447,314,857,6846,2863,2168,1326,2269,790,964,1492,1344,292,787,6715,2674
1/6/2005,12:00,2201,1360,2318,835,1088,1581,1442,310,850,6837,2846,2157,1313,2249,786,951,1475,1338,290,784,6727,2665
1/6/2005,13:00,2185,1353,2321,826,1074,1583,1442,311,848,6843,2826,2162,1312,2248,786,947,1466,1341,289,783,6749,2664
1/6/2005,14:00,2193,1333,2272,828,1029,1561,1427,307,822,6877,2834,2144,1304,2232,784,939,1455,1342,287,777,6752,2668
1/6/2005,15:00,2177,1337,2240,831,1013,1557,1423,305,828,6918,2883,2135,1307,2236,785,944,1465,1354,293,791,6799,2717
1/6/2005,16:00,2236,1400,2292,841,1066,1637,1487,323,861,7045,3051,2178,1358,2316,800,998,1550,1425,311,840,6963,2901
1/6/2005,17:00,2342,1491,2403,858,1104,1739,1574,367,897,7203,3242,2291,1460,2452,816,1074,1668,1530,339,916,7136,3205
1/6/2005,18:00,2332,1475,2371,851,1090,1706,1555,370,892,6943,3222,2305,1461,2456,813,1073,1657,1524,342,923,6915,3217
1/6/2005,19:00,2289,1450,2323,842,1070,1639,1513,363,861,6720,3145,2280,1430,2403,807,1047,1613,1493,331,893,6675,3138
1/6/2005,20:00,2234,1401,2248,822,1020,1547,1456,343,826,6444,3013,2224,1378,2318,795,999,1544,1438,315,851,6385,2990
1/6/2005,21:00,2152,1336,2136,793,931,1429,1367,315,769,6133,2821,2124,1293,2203,775,926,1438,1357,293,793,6071,2783
1/6/2005,22:00,2025,1242,2003,780,839,1289,1259,272,697,5736,2523,1987,1177,2051,755,838,1307,1243,264,713,5676,2499
1/6/2005,23:00,1882,1135,1870,763,771,1167,1153,230,620,5272,2215,1841,1068,1913,741,757,1191,1130,231,627,5189,2213
1/7/2005,0:00,1796,1067,1803,752,733,1085,1075,203,561,4814,1989,1756,970,1797,758,746,1146,998,214,555,4598,1874
1/7/2005,1:00,1752,1035,1763,747,726,1047,1032,193,528,4551,1877,1705,934,1739,753,716,1113,956,202,524,4338,1760
1/7/2005,2:00,1726,1012,1733,742,719,1032,1011,188,513,4403,1816,1672,918,1701,746,698,1097,939,198,513,4211,1708
1/7/2005,3:00,1713,992,1737,745,707,1036,1002,184,506,4344,1802,1658,913,1696,742,696,1096,934,196,508,4153,1694
1/7/2005,4:00,1726,1011,1767,752,717,1054,1012,187,512,4360,1828,1680,933,1724,747,714,1118,946,199,516,4174,1715
1/7/2005,5:00,1815,1091,1896,767,781,1152,1075,212,547,4618,1952,1763,1014,1852,765,785,1207,1004,215,557,4431,1829
1/7/2005,6:00,1992,1236,2113,802,928,1353,1204,265,631,5205,2238,1936,1175,2102,797,916,1382,1132,249,647,5017,2096
1/7/2005,7:00,2168,1343,2259,818,1024,1462,1282,288,720,5844,2486,2079,1264,2220,807,981,1478,1215,278,723,5670,2317
1/7/2005,8:00,2169,1310,2265,810,1041,1455,1293,281,744,6213,2582,2115,1282,2243,803,993,1485,1256,289,751,6107,2444
1/7/2005,9:00,2172,1309,2253,803,1027,1449,1315,280,762,6486,2642,2139,1292,2251,799,989,1482,1278,294,765,6399,2515
1/7/2005,10:00,2186,1316,2258,776,1037,1450,1338,279,774,6628,2673,2151,1299,2255,795,979,1478,1292,296,768,6511,2556
1/7/2005,11:00,2162,1304,2242,797,1018,1438,1358,270,772,6651,2662,2139,1293,2235,791,963,1462,1295,294,764,6545,2564
1/7/2005,12:00,2152,1305,2226,793,975,1404,1329,262,762,6633,2627,2117,1274,2206,785,939,1433,1280,291,756,6523,2539
1/7/2005,13:00,2143,1297,2206,789,953,1397,1319,259,762,6610,2602,2113,1267,2194,780,927,1414,1274,288,747,6498,2524
1/7/2005,14:00,2104,1303,2190,783,960,1386,1307,252,752,6571,2584,2090,1256,2168,775,914,1390,1273,284,738,6465,2516
1/7/2005,15:00,2069,1300,2171,792,964,1393,1307,257,761,6602,2619,2070,1249,2160,776,911,1389,1274,288,747,6469,2542
1/7/2005,16:00,2094,1315,2206,799,1041,1475,1371,296,801,6768,2798,2100,1289,2222,789,955,1456,1324,303,786,6595,2694
1/7/2005,17:00,2219,1412,2344,816,1128,1604,1496,352,869,6995,3102,2213,1382,2348,808,1031,1574,1433,334,867,6800,3008
1/7/2005,18:00,2224,1383,2317,818,1103,1584,1490,361,865,6773,3112,2226,1377,2346,810,1038,1581,1442,337,876,6589,3054
1/7/2005,19:00,2191,1353,2253,807,1063,1536,1469,353,838,6526,3035,2207,1349,2299,807,1017,1546,1422,326,847,6351,2988
1/7/2005,20:00,2143,1323,2195,799,1032,1481,1434,342,799,6251,2921,2163,1305,2222,798,975,1487,1384,312,811,6089,2872
1/7/2005,21:00,2049,1281,2113,786,962,1399,1377,312,754,5990,2770,2075,1231,2120,783,910,1401,1320,295,765,5825,2716
1/7/2005,22:00,1952,1210,2005,771,886,1297,1289,275,700,5696,2541,1956,1131,1990,769,838,1309,1231,271,704,5506,2491
1/7/2005,23:00,1801,1103,1867,759,808,1193,1203,235,636,5303,2300,1812,1026,1865,759,767,1207,1133,243,631,5107,2239
1/8/2005,0:00,1691,1003,1776,753,762,1116,1112,219,575,4887,2078,1690,945,1732,732,727,1133,1035,234,566,4797,1987
1/8/2005,1:00,1616,967,1724,741,731,1076,1056,205,537,4620,1943,1631,903,1666,725,695,1087,987,220,530,4523,1850
1/8/2005,2:00,1579,935,1678,740,704,1040,1027,198,514,4452,1859,1604,881,1626,719,677,1068,958,213,513,4330,1770
1/8/2005,3:00,1559,913,1659,736,697,1016,1009,194,504,4361,1820,1583,870,1608,713,668,1057,947,209,504,4241,1734
1/8/2005,4:00,1554,912,1660,739,699,1022,1006,195,505,4325,1813,1586,875,1613,716,674,1062,950,208,503,4212,1730
1/8/2005,5:00,1580,936,1702,747,714,1054,1023,205,520,4394,1854,1623,907,1662,722,705,1096,974,214,517,4295,1773
1/8/2005,6:00,1637,993,1780,758,762,1119,1066,214,549,4560,1955,1698,983,1770,736,761,1163,1032,230,554,4506,1895
1/8/2005,7:00,1737,1073,1871,778,828,1201,1124,237,588,4781,2086,1779,1056,1872,751,816,1241,1094,246,594,4759,2029
1/8/2005,8:00,1806,1158,1995,796,901,1297,1203,270,638,5095,2286,1843,1125,1969,764,875,1330,1174,268,647,5102,2224
1/8/2005,9:00,1850,1216,2074,801,968,1385,1289,300,686,5449,2485,1895,1170,2038,771,907,1382,1234,283,683,5417,2383
1/8/2005,10:00,1902,1237,2122,800,1007,1440,1350,317,723,5733,2644,1918,1185,2058,773,907,1395,1268,291,703,5631,2477
1/8/2005,11:00,1921,1239,2121,794,1034,1467,1376,329,738,5910,2703,1905,1178,2043,770,893,1383,1275,292,706,5732,2508
1/8/2005,12:00,1906,1232,2104,793,1016,1462,1362,322,740,5973,2729,1878,1156,2012,763,871,1357,1264,291,701,5742,2499
1/8/2005,13:00,1868,1208,2074,791,1007,1441,1346,314,733,5953,2699,1858,1139,1988,759,848,1326,1254,287,692,5717,2468
1/8/2005,14:00,1842,1194,2044,789,990,1423,1328,306,722,5898,2646,1835,1124,1966,755,833,1307,1244,283,682,5687,2446
1/8/2005,15:00,1839,1197,2034,789,959,1428,1330,308,719,5902,2620,1829,1126,1976,758,837,1313,1251,286,689,5688,2462
1/8/2005,16:00,1872,1241,2090,798,967,1497,1380,332,750,6026,2761,1883,1179,2055,772,892,1390,1313,302,729,5813,2616
1/8/2005,17:00,2043,1336,2210,812,1017,1603,1462,359,785,6169,2945,2029,1288,2201,787,982,1510,1424,333,804,6081,2915
